Volatility 3 Framework 2.0.0

Offset	Name	Size
0xc70147b43850	\Windows\System32\winevt\Logs\Microsoft-Windows-AppXDeploymentServer%4Operational.evtx	216
0xc70147b439e0	\Windows\System32\winevt\Logs\Microsoft-Windows-WMI-Activity%4Operational.evtx	216
0xc70147b43b70	\Windows\System32\conhost.exe	216
0xc70147b43d00	\Windows\System32\winevt\Logs\Microsoft-Windows-WebAuthN%4Operational.evtx	216
0xc70147b43e90	\Windows\System32\dxgiadaptercache.exe	216
0xc70147b441b0	\Windows\System32\winevt\Logs\Microsoft-Windows-AppXDeploymentServer%4Restricted.evtx	216
0xc70147b444d0	\Windows\System32\AppXDeploymentServer.dll	216
0xc70147b44660	\Windows\System32\winevt\Logs\Microsoft-Windows-AppXDeployment%4Operational.evtx	216
0xc70147b44980	\Windows\System32	216
0xc70147b44b10	\Windows\Registration\R000000000006.clb	216
0xc70147b44ca0	\CMApi	216
0xc70147b45150	\$Directory	216
0xc70147b452e0	orer\thumbcache_2560.db	216
0xc70147b45470	\Windows\System32\FlightSettings.dll	216
0xc70147b45600	\Windows\System32\energyprov.dll	216
0xc70147b45790	\Windows\System32\C_1255.NLS	216
0xc70147b45ab0	\Windows\System32\MrmCoreR.dll	216
0xc70147b45c40	\Windows\System32\C_1253.NLS	216
0xc70147b45dd0	\Windows\System32\ru-RU\Conhost.exe.mui	216
0xc70147b460f0	\Windows\System32\bcd.dll	216
0xc70147b46410	\Windows\System32\cscapi.dll	216
0xc70147b465a0	\Windows\System32\SleepStudy\ScreenOn\ScreenOnPowerStudyTraceSession-2021-10-18-17-19-06.etl	216
0xc70147b46730	\Windows\System32\comsvcs.dll	216
0xc70147b46a50	\srvsvc	216
0xc70147b46d70	\Program Files\VMware\VMware Tools\plugins\vmusr\darkModeSync.dll	216
0xc70147b47090	\Windows\System32\PackageStateChangeHandler.dll	216
0xc70147b47220	\$Directory	216
0xc70147b473b0	\$Directory	216
0xc70147b47540	\Windows\System32\wbem\ru-RU\cimwin32.dll.mui	216
0xc70147b476d0		216
0xc70147b47860	\wkssvc	216
0xc70147b479f0	\Windows\System32\C_1257.NLS	216
0xc70147b47d10		216
0xc70147b47ea0	\Windows\System32\schedcli.dll	216
0xc70147b481c0	\Windows\System32\ru-RU\cmd.exe.mui	216
0xc70147b48350	\ProgramData\Microsoft\Diagnosis\ScenariosSqlStore\EventStore.db-shm	216
0xc70147b484e0	\Windows\DiagTrack\GetFileActionAllowedList.dat	216
0xc70147b48670	\Windows\System32\cmdext.dll	216
0xc70147b48800	\Windows\System32\wmi.dll	216
0xc70147b48990	\Windows\System32\Windows.ApplicationModel.dll	216
0xc70147b48b20	\Windows\System32\ACPBackgroundManagerPolicy.dll	216
0xc70147b48cb0	\Program Files\VMware\VMware Tools\poweron-vm-default.bat	216
0xc70147b48e40	\Windows\DiagTrack\GetFileInfoActionAllowedList.dat	216
0xc70147b49160	\Windows\DiagTrack\analyticsevents.dat	216
0xc70147b492f0	\Windows\DiagTrack\RemoteAggregatorTriggerCriteria.dat	216
0xc70147b49610		216
0xc70147b497a0	\Windows\System32\odbc32.dll	216
0xc70147b49930	\ProgramData\Microsoft\Diagnosis\TenantStorage\P-ARIA\EventStore.db-wal	216
0xc70147b49c50	\ProgramData\Microsoft\Diagnosis\TenantStorage\P-ARIA\EventStore.db-shm	216
0xc70147b49de0		216
0xc70147b4a100	\Windows\System32\Windows.StateRepositoryPS.dll	216
0xc70147b4a290	\Windows\System32\wshhyperv.dll	216
0xc70147b4a420	\Windows\System32	216
0xc70147b4a5b0	\Windows\System32\ru-RU\KernelBase.dll.mui	216
0xc70147b4a8d0	\ProgramData\Microsoft\Diagnosis\ScenariosSqlStore\EventStore.db-wal	216
0xc70147b4aa60	\Windows\System32\InputHost.dll	216
0xc70147b4abf0	\$Directory	216
0xc70147b4ad80	\Windows\System32\svchost.exe	216
0xc70147b4b0a0	\Windows\Registration\R000000000006.clb	216
0xc70147b4b230	\$Directory	216
0xc70147b4b3c0	\ProgramData\Microsoft\Diagnosis\ScenariosSqlStore\EventStore.db	216
0xc70147b4b550	\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnosis-DPS%4Operational.evtx	216
0xc70147b4b6e0	\Windows\System32\winevt\Logs\Microsoft-Windows-SMBServer%4Connectivity.evtx	216
0xc70147b4b870	\Windows\System32	216
0xc70147b4ba00	\Windows\System32\winevt\Logs\Microsoft-Windows-SMBServer%4Security.evtx	216
0xc70147b4bb90	\Windows\System32\winevt\Logs\Microsoft-Windows-SMBServer%4Audit.evtx	216
0xc70147b4bd20	\Windows\System32\winevt\Logs\Microsoft-Windows-Resource-Exhaustion-Detector%4Operational.evtx	216
0xc70147b4beb0	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-StoreMgr%4Operational.evtx	216
0xc70147c7a250	\Windows\System32\drivers\srv2.sys	216
0xc70147c7a980	\$PrepareToShrinkFileSize	216
0xc70147c7b7e0	\Windows\System32\drivers\Ndu.sys	216
0xc70147c7c360	\Windows\System32\drivers\mmcss.sys	216
0xc70147c7c4d0	\Windows\System32\drivers\PEAuth.sys	216
0xc70147c7c640	\Windows\System32\drivers\tcpipreg.sys	216
0xc70147c7c920	\Windows\System32\drivers\srvnet.sys	216
0xc70147c82800	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTWFP-IPsec Diagnostics.etl	216
0xc70147cbc100	\Program Files\VMware\VMware Tools\vmtoolsd.exe	216
0xc70147cbc290	\Windows\System32\ru-RU\vsstrace.dll.mui	216
0xc70147cbc420	\Windows\System32\wbem\Repository\MAPPING1.MAP	216
0xc70147cbc5b0	\Program Files\VMware\VMware Tools\intl.dll	216
0xc70147cbc740	\Windows\System32\dbghelp.dll	216
0xc70147cbc8d0	\Windows\System32\wbem\Repository\INDEX.BTR	216
0xc70147cbcbf0	\$Directory	216
0xc70147cbcd80	\CMApi	216
0xc70147cbd0a0	\Windows\System32\dps.dll	216
0xc70147cbd230	\Windows\System32\wdi.dll	216
0xc70147cbd3c0	\Windows\Registration\R000000000006.clb	216
0xc70147cbd550	\Windows\System32\wbem\Repository\MAPPING2.MAP	216
0xc70147cbd6e0	\Windows\System32\vcruntime140.dll	216
0xc70147cbd870	\Program Files\VMware\VMware Tools\VMware VGAuth\glib-2.0.dll	216
0xc70147cbda00	\Windows\System32\dbgcore.dll	216
0xc70147cbdd20	\$Directory	216
0xc70147cbdeb0	\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe	216
0xc70147cbe1d0	\Program Files\Windows Defender\MsMpEng.exe	216
0xc70147cbe360	\$Directory	216
0xc70147cbe4f0	\Windows\System32\srvsvc.dll	216
0xc70147cbe680	\Windows\System32\wbem\Repository\MAPPING3.MAP	216
0xc70147cbe810	\Windows\System32	216
0xc70147cbe9a0	\Windows\System32	216
0xc70147cbeb30	\Program Files\VMware\VMware Tools\VMware VGAuth\libcrypto-1_1-x64.dll	216
0xc70147cbecc0	\Windows\System32\vm3dservice.exe	216
0xc70147cbee50	\Windows\System32	216
0xc70147cbf170	\Windows\System32\wbem\Repository\OBJECTS.DATA	216
0xc70147cbf300	\Program Files\Windows Defender\MpClient.dll	216
0xc70147cbf490	\Windows\System32\diagperf.dll	216
0xc70147cbf620	\Windows\System32\netmsg.dll	216
0xc70147cbf7b0	\$Directory	216
0xc70147cbf940	\Windows\System32\perftrack.dll	216
0xc70147cbfad0	\Program Files\VMware\VMware Tools\VMware VGAuth\libxmlsec-openssl.dll	216
0xc70147cbfc60	\Windows\System32\diagtrack.dll	216
0xc70147cc0110	\Program Files\VMware\VMware Tools\VMware VGAuth\intl.dll	216
0xc70147cc02a0	\Program Files\VMware\VMware Tools\pcre.dll	216
0xc70147cc0430	\Program Files\VMware\VMware Tools\VMware VGAuth\libssl-1_1-x64.dll	216
0xc70147cc05c0	\Program Files\VMware\VMware Tools\VMware VGAuth\libxml2.dll	216
0xc70147cc0750	\Windows\System32\ru-RU\netmsg.dll.mui	216
0xc70147cc08e0	\Program Files\VMware\VMware Tools\VMware VGAuth\pcre.dll	216
0xc70147cc0a70	\$Extend\$ObjId	216
0xc70147cc0c00	\Windows\System32	216
0xc70147cc0d90	\Windows\System32\wsock32.dll	216
0xc70147cc13d0	\Windows\System32\secur32.dll	216
0xc70147cc1560	\Program Files\VMware\VMware Tools\gmodule-2.0.dll	216
0xc70147cc16f0	\Program Files\VMware\VMware Tools\VMware VGAuth\libxmlsec.dll	216
0xc70147cc1880	\Windows\System32\sscore.dll	216
0xc70147cc1ba0	\Program Files\Windows Defender\MpSvc.dll	216
0xc70147cc1d30	\Program Files\VMware\VMware Tools\glib-2.0.dll	216
0xc70147cc1ec0	\Windows\System32\trkwks.dll	216
0xc70147cc21e0	\Program Files\VMware\VMware Tools\gobject-2.0.dll	216
0xc70147cc2370	\Program Files\VMware\VMware Tools\vmtools.dll	216
0xc70147cc2820	\Windows\System32\winevt\Logs\Microsoft-Windows-Dhcpv6-Client%4Admin.evtx	216
0xc70147cc29b0	\Windows\System32\wmidcom.dll	216
0xc70147cc2cd0	\Windows\System32\winevt\Logs\Microsoft-Windows-Crypto-DPAPI%4BackUpKeySvc.evtx	216
0xc70147cc34a0	\Windows\System32\sscoreext.dll	216
0xc70147cc3630	\Windows\System32\winevt\Logs\Microsoft-Windows-Dhcp-Client%4Admin.evtx	216
0xc70147cc3950	\Windows\System32\oleaut32.dll	216
0xc70147cc3ae0	\Windows\System32\windowsperformancerecordercontrol.dll	216
0xc70147cc3c70	\Windows\System32\winsqlite3.dll	216
0xc70147cc3e00	\trkwks	216
0xc70147cc4440	\Windows\System32\weretw.dll	216
0xc70147cc45d0	\Windows\System32\miutils.dll	216
0xc70147cc4c10	\Windows\System32\winevt\Logs\Microsoft-Windows-Containers-Wcifs%4Operational.evtx	216
0xc70147cc4da0	\$Directory	216
0xc70147cc5250	\Windows\System32\winevt\Logs\Microsoft-Windows-Crypto-DPAPI%4Operational.evtx	216
0xc70147cc53e0	\Windows\System32\wpnservice.dll	216
0xc70147cc5570	\System Volume Information\tracking.log	216
0xc70147cc5700	\$Directory	216
0xc70147cc5890	\Windows\System32\winevt\Logs\Microsoft-Windows-SmbClient%4Audit.evtx	216
0xc70147cc5a20	\Windows\System32	216
0xc70147cc5bb0	\Windows\System32\winevt\Logs\Microsoft-Windows-SmbClient%4Security.evtx	216
0xc70147cc5d40	\Windows\System32\winevt\Logs\Microsoft-Windows-SMBClient%4Operational.evtx	216
0xc70147cc5ed0	\Windows\System32\pnpts.dll	216
0xc70147cc61f0	\CMApi	216
0xc70147cc6380	\ProgramData\VMware\VMware VGAuth\logfile.txt.0	216
0xc70147cc66a0	\Program Files\VMware\VMware Tools\icudt44l.dat	216
0xc70147cc6830	\Windows\System32\winevt\Logs\Microsoft-Windows-SmbClient%4Connectivity.evtx	216
0xc70147cc69c0	\Windows\System32\vm3dservice.exe	216
0xc70147cc6ce0	\$Directory	216
0xc70147cc7190	\Windows\System32\clusapi.dll	216
0xc70147cc7320	\Windows\System32\resutils.dll	216
0xc70147cc7640	\CMNotify	216
0xc70147cc77d0	\Program Files\Windows Defender\MsMpLics.dll	216
0xc70147cc7af0	\$Directory	216
0xc70147cc7c80	\Windows\System32\adhapi.dll	216
0xc70147cc8130	\$Directory	216
0xc70147cc82c0	\$Directory	216
0xc70147cc8450	\Program Files\Windows Defender\MpOAV.dll	216
0xc70147cc85e0	\$Directory	216
0xc70147cc8900	\Endpoint	216
0xc70147cc8c20	\$Directory	216
0xc70147cc8db0	\Windows\System32\cdp.dll	216
0xc70147cc9260	\Windows\System32\wbem\WmiPrvSD.dll	216
0xc70147cc93f0	\Windows\System32\winevt\Logs\Microsoft-Windows-DeviceSetupManager%4Operational.evtx	216
0xc70147cc9580	\Windows\System32\ReAgent.dll	216
0xc70147cc9bc0	\srvsvc	216
0xc70147cc9d50	\Windows\System32\ru-RU\wldap32.dll.mui	216
0xc70147cc9ee0	\Windows\System32\vsocklib.dll	216
0xc70147cca200	\Program Files\WindowsApps\Microsoft.WindowsStore_11811.1001.18.0_x64__8wekyb3d8bbwe\Microsoft.UI.Xaml.dll	216
0xc70147cca390	\Windows\System32\wpncore.dll	216
0xc70147cca520	\Windows\System32\amsi.dll	216
0xc70147cca6b0	\$Directory	216
0xc70147ccab60	\Windows\System32\radardt.dll	216
0xc70147ccacf0	\Windows\System32\ncobjapi.dll	216
0xc70147ccb1a0	\Windows\System32\WSHTCPIP.DLL	216
0xc70147ccb330	\Windows\System32\wship6.dll	216
0xc70147ccb4c0	\$Extend\$ObjId:$O:$INDEX_ALLOCATION	216
0xc70147ccb650	\Windows\Temp\vmware-vmsvc-СИСТЕМА.log	216
0xc70147ccb7e0	\Windows\System32\wbem\wbemess.dll	216
0xc70147ccbb00	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-78880EEC1A528176E76AE28602B9FEEDB3BA400D.bin.67	216
0xc70147ccbc90	\CMNotify	216
0xc70147ccbe20	\CMNotify	216
0xc70147d542c0	\	216
0xc70147d60080	㈱⸰㠴㜸ㄲ㈶⸳㤱㘹䌀彄ㄲ䌴ㅅ㈴䐶ㄶ㄰㙁ㅁ㈸䔸㝂㠵䄳㘱㌲㡄䄲㝄〶䘲㐰䘴㍅㌶	216
0xc70147d68ed0	\Windows\System32\drivers\condrv.sys	216
0xc70147f952e0	\Windows\System32\msxml6r.dll	216
0xc70147f95470	\Windows\System32\MrmDeploy.dll	216
0xc70147f95920	\Windows\SoftwareDistribution\ReportingEvents.log	216
0xc70147f95c40	\Windows\System32\provsvc.dll	216
0xc70147f968c0	\$Directory	216
0xc70147f96d70	\Windows\System32\wuuhext.dll	216
0xc70147f97090	\Windows\System32\ru-RU\svchost.exe.mui	216
0xc70147f97220	\Windows\System32\wuuhosdeployment.dll	216
0xc70147f97ea0	\Windows\System32\msxml6.dll	216
0xc70147f984e0	\$Directory	216
0xc70147f98670	\Endpoint	216
0xc70147f98b20	\Windows\System32\ru-RU\crypt32.dll.mui	216
0xc70147f98cb0	\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-wal	216
0xc70147f99160	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-78880EEC1A528176E76AE28602B9FEEDB3BA400D.bin.79	216
0xc70147f992f0	\Endpoint	216
0xc70147f99480	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-78880EEC1A528176E76AE28602B9FEEDB3BA400D.bin.83	216
0xc70147f99610	\Windows\Registration\{02D4B3F1-FD88-11D1-960D-00805FC79235}.{AF77D9DD-D6E4-407D-8F4B-1E9B1AD8E222}.crmlog	216
0xc70147f997a0	\Endpoint	216
0xc70147f99930	\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db	216
0xc70147f99ac0	\Endpoint	216
0xc70147f99de0	\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db	216
0xc70147f9a290	\Windows\Registration\R000000000006.clb	216
0xc70147f9a420	\Windows\System32\txflog.dll	216
0xc70147f9a5b0	\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm	216
0xc70147f9a740	\ProgramData\Microsoft\Windows Defender\IMpService77BDAF73-B396-481F-9042-AD358843EC24.lock	216
0xc70147f9a8d0	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-78880EEC1A528176E76AE28602B9FEEDB3BA400D.bin.5B	216
0xc70147f9aa60	\Endpoint	216
0xc70147f9abf0	\Endpoint	216
0xc70147f9b230	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-78880EEC1A528176E76AE28602B9FEEDB3BA400D.bin.7C	216
0xc70147f9b3c0	\$Directory	216
0xc70147f9b870	\Windows\System32\stdole2.tlb	216
0xc70147f9ba00	\Windows\System32	216
0xc70147f9c360	\Windows\System32\wscapi.dll	216
0xc70147f9c680	\$ConvertToNonresident	216
0xc70147f9c810	\ProgramData\Microsoft\Windows Defender\Definition Updates\Updates	216
0xc70147f9ce50	\Program Files\Windows Defender\NisSrv.exe	216
0xc70147f9d170	\$Directory	216
0xc70147f9d490	\CMApi	216
0xc70147f9ddf0	\ProgramData\Microsoft\Diagnosis\Sideload	216
0xc70147f9e110	\$Directory	216
0xc70147f9e5c0	\Windows\System32\comsvcs.dll	216
0xc70147f9e8e0	\Windows\System32\msdtclog.dll	216
0xc70147f9ea70	\Windows\System32\winevt\Logs\Microsoft-Windows-TaskScheduler%4Maintenance.evtx	216
0xc70147f9ec00	\$Directory	216
0xc70147f9ed90	\Windows\System32\srumapi.dll	216
0xc70147f9f0b0	\Windows\System32\dmprocessxmlfiltered.dll	216
0xc70147f9f240	\CMApi	216
0xc70147f9f560	\Windows\System32\winevt\Logs\Microsoft-Windows-Shell-Core%4LogonTasksChannel.evtx	216
0xc70147f9f6f0	\Windows\System32\Windows.StateRepositoryBroker.dll	216
0xc70147f9f880	\Windows\System32\ktmw32.dll	216
0xc70147f9fa10	\Windows\System32\msdtc.exe	216
0xc70147f9fba0	\Windows\System32\aepic.dll	216
0xc70147f9fd30	\Windows\appcompat\Programs\Amcache.hve.LOG2	216
0xc70147f9fec0	\Windows\System32\dsrole.dll	216
0xc70147fa01e0	\Windows\System32	216
0xc70147fa0370	\$ConvertToNonresident	216
0xc70147fa0690	\Windows\appcompat\Programs\Amcache.hve	216
0xc70147fa0820	\Windows\System32\ru-RU\msdtc.exe.mui	216
0xc70147fa0b40	\Windows\System32\msdtcprx.dll	216
0xc70147fa0cd0	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Firewall With Advanced Security%4FirewallDiagnostics.evtx	216
0xc70147fa0e60	\Windows\System32\mtxclu.dll	216
0xc70147fa1310	\Windows\appcompat\Programs\Amcache.hve.LOG1	216
0xc70147fa14a0	\Windows\System32\xolehlp.dll	216
0xc70147fa1630	\Windows\System32\msdtctm.dll	216
0xc70147fa17c0	\Windows\System32\winevt\Logs\Microsoft-Windows-UniversalTelemetryClient%4Operational.evtx	216
0xc70147fa1950	\wkssvc	216
0xc70147fa1e00	\Windows\rescache\_merged\4124255888\3538486055.pri	216
0xc70147fa2440	\Windows\System32\ru-RU\winsrv.dll.mui	216
0xc70147fa25d0	\Windows\Fonts\segoeui.ttf	216
0xc70147fa2760	\Windows\System32\MsDtc\MSDTC.LOG	216
0xc70147fa28f0	\Windows\System32\ru-RU\msdtcVSp1res.dll.mui	216
0xc70147fa2a80	\Windows\Registration\R000000000006.clb	216
0xc70147fa2c10	\Windows\System32\msdtcVSp1res.dll	216
0xc70147fa2da0	\Windows\System32\ru-RU\user32.dll.mui	216
0xc70147fa3250	\Windows\System32\ru-RU\lsm.dll.mui	216
0xc70147fa33e0	\Windows\System32\MsDtc\Trace\dtctrace.log	216
0xc70147fa3570	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.StartMenuExperienceHost_10.0.18362.1_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat	216
0xc70147fa3700	\$Directory	216
0xc70147fa3890	\Windows\System32\sihost.exe	216
0xc70147fa3a20	\Windows\System32\ru-RU\mpr.dll.mui	216
0xc70147fa3bb0	\CMApi	216
0xc70147fa3d40		216
0xc70147fa3ed0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsStore_11811.1001.18.0_x64__8wekyb3d8bbwe\ActivationStore.dat	216
0xc70147fa41f0	\Windows\System32	216
0xc70147fa4380	\Windows\System32\mtxoci.dll	216
0xc70147fa4510	\Windows\System32\ru-RU\user32.dll.mui	216
0xc70147fa46a0	\Windows\Fonts\segoeui.ttf	216
0xc70147fa4b50	\Windows\System32\drprov.dll	216
0xc70147fa4ce0	\Windows\System32\davclnt.dll	216
0xc70147fa4e70	\Windows\System32\vmhgfs.dll	216
0xc70147fa5190	\Windows\System32\ru-RU\KernelBase.dll.mui	216
0xc70147fa5320	\Windows\System32\davhlpr.dll	216
0xc70147fa54b0	\Windows\System32\ntlanman.dll	216
0xc70147fa5640	\Windows\System32\mprext.dll	216
0xc70147fa57d0	\Windows\System32\Microsoft.Bluetooth.Proxy.dll	216
0xc70147fa5960	\Windows\System32	216
0xc70147fa5af0	\CMNotify	216
0xc70147fa5c80	\$Directory	216
0xc70147fa5e10	\Windows\System32\taskhostw.exe	216
0xc70147fa6130	籸䍯윁￿	216
0xc70147fa62c0	\Windows\System32\svchost.exe	216
0xc70147fa6450	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsStore_11811.1001.18.0_x64__8wekyb3d8bbwe\ActivationStore.dat.LOG1	216
0xc70147fa65e0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsStore_11811.1001.18.0_x64__8wekyb3d8bbwe\ActivationStore.dat.LOG2	216
0xc70147fa6900	\Windows\System32\Windows.Shell.ServiceHostBuilder.dll	216
0xc70147fa6a90	\Windows\Registration\R000000000006.clb	216
0xc70147fa6c20	\Windows\System32\Microsoft.Bluetooth.UserService.dll	216
0xc70147fa6db0	\Users\CSGO\AppData\Roaming\Microsoft\Windows\Libraries\Videos.library-ms	216
0xc70147fa70d0	\Windows\System32\WpnUserService.dll	216
0xc70147fa7260	\$Directory	216
0xc70147fa78a0	\$Directory	216
0xc70147fa7a30	\Windows\System32\cdpusersvc.dll	216
0xc70147fa7bc0	\Windows\System32\ru-RU\svchost.exe.mui	216
0xc70147fa7d50	\Windows\System32\ru-RU\dsreg.dll.mui	216
0xc70147fa7ee0	\Windows\System32\usbmon.dll	216
0xc70147fa8390	\Windows\System32\ru-RU\taskhostw.exe.mui	216
0xc70147fa8520	\Windows\System32\ClipboardServer.dll	216
0xc70147fa86b0	\Windows\System32\DevDispItemProvider.dll	216
0xc70147fa8840	\Windows\System32\UIRibbon.dll	216
0xc70147fa89d0	\Windows\System32\cflapi.dll	216
0xc70147fa8b60	\Windows\System32\Windows.Networking.dll	216
0xc70147fa8e80	\Windows\Fonts\seguisb.ttf	216
0xc70147fa91a0	\Windows\System32	216
0xc70147fa9330	\Windows\System32\AppointmentActivation.dll	216
0xc70147fa9360	鎸䟺윁￿鎸䟺윁￿	0
0xc70147fa9650	\Windows\System32\FXSMON.dll	216
0xc70147fa97e0	\Windows\System32\ActivationManager.dll	216
0xc70147fa9970	\Windows\System32\ru-RU\mprext.dll.mui	216
0xc70147fa9b00	\Windows\System32\catsrvps.dll	216
0xc70147fa9c90	\Windows\System32\catsrv.dll	216
0xc70147fa9e20	\Windows\System32\mfcsubs.dll	216
0xc70147faa2d0	\Windows\System32\WindowsPowerShell\v1.0\powershell.exe	216
0xc70147faac30	\Windows\System32\catsrvut.dll	216
0xc70147fab0e0	\Windows\System32\msutb.dll	216
0xc70147fab400	\CMApi	216
0xc70147fab590	\Windows\System32\en-US\MsCtfMonitor.dll.mui	216
0xc70147fab720	\Windows\Registration\R000000000006.clb	216
0xc70147fab8b0	\Windows\System32\ru-RU\winmm.dll.mui	216
0xc70147faba40	\Windows\System32\modernexecserver.dll	216
0xc70147fabbd0	\Windows\System32\MsCtfMonitor.dll	216
0xc70147fabd60	\Windows\Registration\R000000000006.clb	216
0xc70147fabef0	\$Directory	216
0xc70147fac080	\Windows\System32\wininet.dll	216
0xc70147fac210	\$Directory	216
0xc70147fac3a0	\Windows\System32\TokenBroker.dll	216
0xc70147fac530	\$Directory	216
0xc70147fac6c0	\$Directory	216
0xc70147fac9e0	\Windows\System32\tokenbinding.dll	216
0xc70147facb70	\Windows\System32	216
0xc70147face90	\Windows\System32\ctfmon.exe	216
0xc70147fad1b0	\CMNotify	216
0xc70147fad340	\$Directory	216
0xc70147fad7f0	耀	216
0xc70147fadb10	\Program Files\Common Files\VMware\Drivers\vss\VCBSnapshotProvider.dll	216
0xc70147fade30	\Windows\System32\TabSvc.dll	216
0xc70147fae150	\Windows\System32\InputService.dll	216
0xc70147fae2e0	\Windows\System32\WindowManagement.dll	216
0xc70147fae470	\Windows\System32\InputLocaleManager.dll	216
0xc70147fae600	\Windows\System32\ShareHost.dll	216
0xc70147faedd0	\Windows\System32\QuietHours.dll	216
0xc70147faf0f0	\Windows\System32\ExecModelClient.dll	216
0xc70147faf280	\Windows\System32\Windows.System.Launcher.dll	216
0xc70147faf410	\$Directory	216
0xc70147faf5a0	\$Directory	216
0xc70147faf730	\Program Files\VMware\VMware Tools\iconv.dll	216
0xc70147faf8c0	\Windows\System32\TextInputMethodFormatter.dll	216
0xc70147fafa50	\Windows\System32\AppContracts.dll	216
0xc70147fafbe0	\Windows\System32\C_932.NLS	216
0xc70147fafd70	\Windows\System32\TextInputFramework.dll	216
0xc70147fb0090	\CMNotify	216
0xc70147fb03b0	\Windows\System32\C_1256.NLS	216
0xc70147fb0540	\Windows\System32\ru-RU\ctfmon.exe.mui	216
0xc70147fb0860	\Windows\System32\MTFServer.dll	216
0xc70147fb09f0	\Windows\System32\twinui.appcore.dll	216
0xc70147fb0b80	\Windows\System32\C_949.NLS	216
0xc70147fb0d10	\Windows\System32\BCP47Langs.dll	216
0xc70147fb0ea0	\Windows\System32\notificationplatformcomponent.dll	216
0xc70147fb11c0	\Windows\System32\ru-RU\KernelBase.dll.mui	216
0xc70147fb14e0	\Windows\System32\virtdisk.dll	216
0xc70147fb1670	\Windows\ServiceProfiles\LocalService\AppData\Local\ConnectedDevicesPlatform\CDPGlobalSettings.cdp	216
0xc70147fb1800	\Windows\System32\SebBackgroundManagerPolicy.dll	216
0xc70147fb1990	\Windows\System32\ru-RU\VSSVC.exe.mui	216
0xc70147fb1b20	\Windows\System32\SmartCardBackgroundPolicy.dll	216
0xc70147fb1cb0	\Windows\System32\tquery.dll	216
0xc70147fb1e40	\Windows\System32\MTF.dll	216
0xc70147fb2160	\Users\CSGO\AppData\Local\Microsoft\Windows\Notifications\wpndatabase.db	216
0xc70147fb22f0	\Users\CSGO\AppData\Local\Microsoft\Windows\Notifications\wpndatabase.db	216
0xc70147fb2480	\CMApi	216
0xc70147fb2610	\Windows\System32\ru-RU\datamap.0419.dat	216
0xc70147fb27a0	\Windows\Temp\vmware-vmvss-СИСТЕМА.log	216
0xc70147fb2930	\Windows\System32\container.dll	216
0xc70147fb2ac0	\Windows\Registration\R000000000006.clb	216
0xc70147fb2c50	\Users\CSGO\AppData\Local\Microsoft\Windows\Notifications\wpndatabase.db-wal	216
0xc70147fb2de0	\CMApi	216
0xc70147fb3100	\Program Files\VMware\VMware Tools\gthread-2.0.dll	216
0xc70147fb3290	\Windows\System32\BackgroundMediaPolicy.dll	216
0xc70147fb3420	\Windows\System32\Windows.Networking.BackgroundTransfer.BackgroundManagerPolicy.dll	216
0xc70147fb35b0	\Windows\System32\mssrch.dll	216
0xc70147fb38d0		216
0xc70147fb3a60	\$Directory	216
0xc70147fb3bf0	\Windows\System32\cdpsvc.dll	216
0xc70147fb3d80	\Windows\System32\wlidprov.dll	216
0xc70147fb40a0	\Users\CSGO\AppData\Local\ConnectedDevicesPlatform\L.CSGO.cdpresource	216
0xc70147fb4230	\Windows\System32\daxexec.dll	216
0xc70147fb43c0	\Windows\System32	216
0xc70147fb4550	\$Directory	216
0xc70147fb46e0	\CMApi	216
0xc70147fb4870	\Windows\ServiceProfiles\LocalService\AppData\Local\ConnectedDevicesPlatform\Connected Devices Platform certificates.sst	216
0xc70147fb4a00	\Windows\Registration\R000000000006.clb	216
0xc70147fb4d20	\Windows\System32\CoreShellExtFramework.dll	216
0xc70147fb4eb0	\Windows\System32\winevt\Logs\Microsoft-Windows-LiveId%4Operational.evtx	216
0xc70147fcd460	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDiagtrack-Listener.etl	216
0xc70147fcfe10	\Windows\System32\drivers\WdNisDrv.sys	216
0xc70147fd3be0	\$PrepareToShrinkFileSize	216
0xc70148266150	\Windows\System32\WinMetadata\Windows.Foundation.winmd	216
0xc701482662e0	\Windows\System32\userinit.exe	216
