Volatility 3 Framework 2.0.0

PID	Process	Base	Size	Name	Path	LoadTime	File output
400	svchost.exe	0x7ffb1b050000	0x22000	httpprxm.dll	C:\Windows\system32\httpprxm.dll	2021-10-18 14:19:05.000000 	Disabled
400	svchost.exe	0x7ffb1b030000	0x1e000	adhsvc.dll	C:\Windows\system32\adhsvc.dll	2021-10-18 14:19:05.000000 	Disabled
400	svchost.exe	0x7ffb1ae60000	0x1c9000	wbemcore.dll	C:\Windows\system32\wbem\wbemcore.dll	2021-10-18 14:19:05.000000 	Disabled
400	svchost.exe	0x7ffb1ad50000	0x101000	FastProx.dll	C:\Windows\system32\wbem\FastProx.dll	2021-10-18 14:19:05.000000 	Disabled
400	svchost.exe	0x7ffb1acd0000	0x78000	esscli.dll	C:\Windows\system32\wbem\esscli.dll	2021-10-18 14:19:05.000000 	Disabled
400	svchost.exe	0x7ffb1e5b0000	0x9000	httpprxc.dll	C:\Windows\SYSTEM32\httpprxc.dll	2021-10-18 14:19:05.000000 	Disabled
400	svchost.exe	0x7ffb1acb0000	0x14000	wbemsvc.dll	C:\Windows\system32\wbem\wbemsvc.dll	2021-10-18 14:19:05.000000 	Disabled
400	svchost.exe	0x7ffb1da60000	0x16000	dhcpcsvc6.DLL	C:\Windows\SYSTEM32\dhcpcsvc6.DLL	2021-10-18 14:19:05.000000 	Disabled
400	svchost.exe	0x7ffb1ac40000	0x26000	wmiutils.dll	C:\Windows\system32\wbem\wmiutils.dll	2021-10-18 14:19:05.000000 	Disabled
400	svchost.exe	0x7ffb1abd0000	0x65000	repdrvfs.dll	C:\Windows\system32\wbem\repdrvfs.dll	2021-10-18 14:19:05.000000 	Disabled
400	svchost.exe	0x7ffb1e1b0000	0x3e000	netprofm.dll	C:\Windows\System32\netprofm.dll	2021-10-18 14:19:05.000000 	Disabled
400	svchost.exe	0x7ffb23940000	0x33000	rsaenh.dll	C:\Windows\system32\rsaenh.dll	2021-10-18 14:19:05.000000 	Disabled
400	svchost.exe	0x7ffb1bb10000	0x10000	npmproxy.dll	C:\Windows\System32\npmproxy.dll	2021-10-18 14:19:05.000000 	Disabled
400	svchost.exe	0x7ffb1d3e0000	0x69000	wlanapi.dll	c:\windows\system32\wlanapi.dll	2021-10-18 14:19:05.000000 	Disabled
400	svchost.exe	0x7ffb1aa40000	0x4c000	srvsvc.dll	c:\windows\system32\srvsvc.dll	2021-10-18 14:19:05.000000 	Disabled
400	svchost.exe	0x7ffb19720000	0x11000	SSCORE.DLL	C:\Windows\system32\SSCORE.DLL	2021-10-18 14:19:05.000000 	Disabled
400	svchost.exe	0x7ffb19360000	0x9000	sscoreext.dll	C:\Windows\SYSTEM32\sscoreext.dll	2021-10-18 14:19:05.000000 	Disabled
400	svchost.exe	0x7ffb19330000	0x22000	mi.dll	C:\Windows\system32\mi.dll	2021-10-18 14:19:05.000000 	Disabled
400	svchost.exe	0x7ffb192d0000	0x5f000	miutils.dll	C:\Windows\system32\miutils.dll	2021-10-18 14:19:05.000000 	Disabled
400	svchost.exe	0x7ffb190a0000	0x30000	wmidcom.dll	C:\Windows\system32\wmidcom.dll	2021-10-18 14:19:05.000000 	Disabled
400	svchost.exe	0x7ffb23980000	0xa000	DPAPI.DLL	C:\Windows\system32\DPAPI.DLL	2021-10-18 14:19:05.000000 	Disabled
400	svchost.exe	0x7ffb19010000	0x43000	wpnservice.dll	c:\windows\system32\wpnservice.dll	2021-10-18 14:19:05.000000 	Disabled
400	svchost.exe	0x7ffb18f60000	0x9e000	RESUTILS.DLL	C:\Windows\system32\RESUTILS.DLL	2021-10-18 14:19:05.000000 	Disabled
400	svchost.exe	0x7ffb18e50000	0x10e000	CLUSAPI.dll	C:\Windows\system32\CLUSAPI.dll	2021-10-18 14:19:05.000000 	Disabled
400	svchost.exe	0x7ffb18e20000	0x15000	amsi.dll	C:\Windows\SYSTEM32\amsi.dll	2021-10-18 14:19:06.000000 	Disabled
400	svchost.exe	0x7ffb18df0000	0x21000	MpOav.dll	C:\Program Files\Windows Defender\MpOav.dll	2021-10-18 14:19:06.000000 	Disabled
400	svchost.exe	0x7ffb25d50000	0x156000	OLE32.dll	C:\Windows\System32\OLE32.dll	2021-10-18 14:19:06.000000 	Disabled
400	svchost.exe	0x7ffb1e950000	0xa000	version.dll	C:\Windows\system32\version.dll	2021-10-18 14:19:06.000000 	Disabled
400	svchost.exe	0x7ffb18c50000	0x191000	wpncore.dll	C:\Windows\System32\wpncore.dll	2021-10-18 14:19:06.000000 	Disabled
400	svchost.exe	0x7ffb190d0000	0xd7000	winsqlite3.dll	C:\Windows\System32\winsqlite3.dll	2021-10-18 14:19:06.000000 	Disabled
400	svchost.exe	0x7ffb18700000	0x544000	cdp.dll	C:\Windows\System32\cdp.dll	2021-10-18 14:19:06.000000 	Disabled
400	svchost.exe	0x7ffb21290000	0xcf000	dsreg.dll	C:\Windows\System32\dsreg.dll	2021-10-18 14:19:06.000000 	Disabled
400	svchost.exe	0x7ffb211e0000	0x8a000	msvcp110_win.dll	C:\Windows\System32\msvcp110_win.dll	2021-10-18 14:19:06.000000 	Disabled
400	svchost.exe	0x7ffb18610000	0xd1000	wmiprvsd.dll	C:\Windows\system32\wbem\wmiprvsd.dll	2021-10-18 14:19:06.000000 	Disabled
400	svchost.exe	0x7ffb185f0000	0x17000	NCObjAPI.DLL	C:\Windows\SYSTEM32\NCObjAPI.DLL	2021-10-18 14:19:06.000000 	Disabled
400	svchost.exe	0x7ffb18400000	0x87000	wbemess.dll	C:\Windows\system32\wbem\wbemess.dll	2021-10-18 14:19:06.000000 	Disabled
400	svchost.exe	0x7ffb1ac70000	0x3f000	FWPolicyIOMgr.dll	C:\Windows\system32\FWPolicyIOMgr.dll	2021-10-18 14:19:06.000000 	Disabled
400	svchost.exe	0x7ffb1bbc0000	0xa000	rasadhlp.dll	C:\Windows\System32\rasadhlp.dll	2021-10-18 14:19:06.000000 	Disabled
400	svchost.exe	0x7ffb1f1a0000	0x769000	OneCoreUAPCommonProxyStub.dll	C:\Windows\System32\OneCoreUAPCommonProxyStub.dll	2021-10-18 14:19:06.000000 	Disabled
400	svchost.exe	0x7ffb16370000	0x81000	wuuhext.dll	C:\Windows\SYSTEM32\wuuhext.dll	2021-10-18 14:19:07.000000 	Disabled
400	svchost.exe	0x7ffb1e6a0000	0x29000	Cabinet.dll	C:\Windows\SYSTEM32\Cabinet.dll	2021-10-18 14:19:07.000000 	Disabled
400	svchost.exe	0x7ffb16330000	0x38000	wuuhosdeployment.dll	C:\Windows\SYSTEM32\wuuhosdeployment.dll	2021-10-18 14:19:07.000000 	Disabled
400	svchost.exe	0x7ffb20220000	0x80000	policymanager.dll	C:\Windows\SYSTEM32\policymanager.dll	2021-10-18 14:19:07.000000 	Disabled
400	svchost.exe	0x7ffb1f180000	0x15000	usermgrcli.dll	C:\Windows\SYSTEM32\usermgrcli.dll	2021-10-18 14:19:07.000000 	Disabled
400	svchost.exe	0x7ffb24360000	0x9d000	sxs.dll	C:\Windows\SYSTEM32\sxs.dll	2021-10-18 14:19:07.000000 	Disabled
400	svchost.exe	0x7ffb14a10000	0x174000	tokenbroker.dll	c:\windows\system32\tokenbroker.dll	2021-10-18 14:19:08.000000 	Disabled
400	svchost.exe	0x7ffb149f0000	0x13000	TOKENBINDING.dll	c:\windows\system32\TOKENBINDING.dll	2021-10-18 14:19:08.000000 	Disabled
400	svchost.exe	0x7ffb14480000	0x79000	OneCoreCommonProxyStub.dll	C:\Windows\System32\OneCoreCommonProxyStub.dll	2021-10-18 14:19:08.000000 	Disabled
400	svchost.exe	0x7ffb16400000	0xde000	Windows.ApplicationModel.dll	C:\Windows\System32\Windows.ApplicationModel.dll	2021-10-18 14:19:08.000000 	Disabled
400	svchost.exe	0x7ffb22940000	0x25a000	twinapi.appcore.dll	C:\Windows\System32\twinapi.appcore.dll	2021-10-18 14:19:08.000000 	Disabled
400	svchost.exe	0x7ffb13680000	0xa6000	wlidprov.dll	C:\Windows\System32\wlidprov.dll	2021-10-18 14:19:08.000000 	Disabled
400	svchost.exe	0x7ffb113c0000	0x93000	wpnprv.dll	C:\Windows\System32\wpnprv.dll	2021-10-18 14:19:08.000000 	Disabled
400	svchost.exe	0x7ffb10d70000	0xe6000	Windows.Security.Authentication.OnlineId.dll	C:\Windows\System32\Windows.Security.Authentication.OnlineId.dll	2021-10-18 14:19:08.000000 	Disabled
400	svchost.exe	0x7ffb16a00000	0x112000	mrmcorer.dll	C:\Windows\SYSTEM32\mrmcorer.dll	2021-10-18 14:19:08.000000 	Disabled
400	svchost.exe	0x7ffb1b890000	0x10000	windows.staterepositorycore.dll	C:\Windows\SYSTEM32\windows.staterepositorycore.dll	2021-10-18 14:19:08.000000 	Disabled
400	svchost.exe	0x7ffb125b0000	0x30000	bcp47mrm.dll	C:\Windows\SYSTEM32\bcp47mrm.dll	2021-10-18 14:19:08.000000 	Disabled
400	svchost.exe	0x7ffb0f750000	0x28000	Windows.Networking.Sockets.PushEnabledApplication.dll	C:\Windows\System32\Windows.Networking.Sockets.PushEnabledApplication.dll	2021-10-18 14:19:08.000000 	Disabled
400	svchost.exe	0x7ffb23870000	0x89000	schannel.DLL	C:\Windows\system32\schannel.DLL	2021-10-18 14:19:09.000000 	Disabled
400	svchost.exe	0x7ffb16b70000	0x15000	mskeyprotect.dll	C:\Windows\SYSTEM32\mskeyprotect.dll	2021-10-18 14:19:09.000000 	Disabled
400	svchost.exe	0x7ffb24050000	0x26000	ncrypt.dll	C:\Windows\SYSTEM32\ncrypt.dll	2021-10-18 14:19:09.000000 	Disabled
400	svchost.exe	0x7ffb24010000	0x3b000	NTASN1.dll	C:\Windows\SYSTEM32\NTASN1.dll	2021-10-18 14:19:09.000000 	Disabled
400	svchost.exe	0x7ffb16c20000	0x25000	ncryptsslp.dll	C:\Windows\system32\ncryptsslp.dll	2021-10-18 14:19:09.000000 	Disabled
400	svchost.exe	0x7ffb01da0000	0x10000	OnDemandBrokerClient.dll	c:\windows\system32\OnDemandBrokerClient.dll	2021-10-18 14:19:12.000000 	Disabled
400	svchost.exe	0x7ffb1fc90000	0x1af000	windowscodecs.dll	C:\Windows\system32\windowscodecs.dll	2021-10-18 14:19:13.000000 	Disabled
400	svchost.exe	0x7ffb0e570000	0x186000	qmgr.dll	c:\windows\system32\qmgr.dll	2021-10-18 14:19:24.000000 	Disabled
400	svchost.exe	0x7ffb22240000	0xc000	bitsperf.dll	c:\windows\system32\bitsperf.dll	2021-10-18 14:19:24.000000 	Disabled
400	svchost.exe	0x7ffb22220000	0x1a000	bitsigd.dll	C:\Windows\SYSTEM32\bitsigd.dll	2021-10-18 14:19:24.000000 	Disabled
400	svchost.exe	0x7ffb12820000	0x65000	upnp.dll	C:\Windows\system32\upnp.dll	2021-10-18 14:19:24.000000 	Disabled
400	svchost.exe	0x7ffb1d830000	0x15000	SSDPAPI.dll	C:\Windows\system32\SSDPAPI.dll	2021-10-18 14:19:24.000000 	Disabled
400	svchost.exe	0x7ffb0f380000	0x99000	webio.dll	c:\windows\system32\webio.dll	2021-10-18 14:19:25.000000 	Disabled
400	svchost.exe	0x7ffb14960000	0x50000	execmodelclient.dll	C:\Windows\System32\execmodelclient.dll	2021-10-18 14:19:29.000000 	Disabled
400	svchost.exe	0x7ffb274c0000	0x76000	coml2.dll	C:\Windows\System32\coml2.dll	2021-10-18 14:19:29.000000 	Disabled
400	svchost.exe	0x7ffb12dc0000	0x19000	execmodelproxy.dll	C:\Windows\system32\execmodelproxy.dll	2021-10-18 14:19:29.000000 	Disabled
400	svchost.exe	0x7ffb22c40000	0x14000	resourcepolicyclient.dll	C:\Windows\SYSTEM32\resourcepolicyclient.dll	2021-10-18 14:19:29.000000 	Disabled
400	svchost.exe	0x7ffb0ecd0000	0x16000	BitsProxy.dll	C:\Windows\System32\BitsProxy.dll	2021-10-18 14:19:29.000000 	Disabled
400	svchost.exe	0x7ffb1b760000	0x1b000	MPR.dll	c:\windows\system32\MPR.dll	2021-10-18 14:19:29.000000 	Disabled
400	svchost.exe	0x7ffb09da0000	0x2e000	appinfo.dll	c:\windows\system32\appinfo.dll	2021-10-18 14:19:56.000000 	Disabled
400	svchost.exe	0x7ffb0a0b0000	0x8000	appinfoext.dll	C:\Windows\SYSTEM32\appinfoext.dll	2021-10-18 14:19:56.000000 	Disabled
400	svchost.exe	0x7ffb22890000	0x8f000	apphelp.dll	C:\Windows\SYSTEM32\apphelp.dll	2021-10-18 14:19:59.000000 	Disabled
400	svchost.exe	0x7ffb15780000	0x16000	keepaliveprovider.dll	C:\Windows\system32\keepaliveprovider.dll	2021-10-18 14:20:09.000000 	Disabled
336	svchost.exe	0x7ff75fc70000	0x10000	svchost.exe	C:\Windows\system32\svchost.exe	2021-10-18 14:19:04.000000 	Disabled
336	svchost.exe	0x7ffb276a0000	0x1f0000	ntdll.dll	C:\Windows\SYSTEM32\ntdll.dll	2021-10-18 14:19:04.000000 	Disabled
336	svchost.exe	0x7ffb27540000	0xb2000	KERNEL32.DLL	C:\Windows\System32\KERNEL32.DLL	2021-10-18 14:19:04.000000 	Disabled
336	svchost.exe	0x7ffb25480000	0x2a2000	KERNELBASE.dll	C:\Windows\System32\KERNELBASE.dll	2021-10-18 14:19:04.000000 	Disabled
336	svchost.exe	0x7ffb26e00000	0x97000	sechost.dll	C:\Windows\System32\sechost.dll	2021-10-18 14:19:04.000000 	Disabled
336	svchost.exe	0x7ffb25f30000	0x120000	RPCRT4.dll	C:\Windows\System32\RPCRT4.dll	2021-10-18 14:19:04.000000 	Disabled
336	svchost.exe	0x7ffb24630000	0xfa000	ucrtbase.dll	C:\Windows\System32\ucrtbase.dll	2021-10-18 14:19:04.000000 	Disabled
336	svchost.exe	0x7ffb26ec0000	0x336000	combase.dll	C:\Windows\System32\combase.dll	2021-10-18 14:19:04.000000 	Disabled
336	svchost.exe	0x7ffb252f0000	0x81000	bcryptPrimitives.dll	C:\Windows\System32\bcryptPrimitives.dll	2021-10-18 14:19:04.000000 	Disabled
336	svchost.exe	0x7ffb245f0000	0x11000	kernel.appcore.dll	C:\Windows\System32\kernel.appcore.dll	2021-10-18 14:19:04.000000 	Disabled
336	svchost.exe	0x7ffb27420000	0x9e000	msvcrt.dll	C:\Windows\System32\msvcrt.dll	2021-10-18 14:19:04.000000 	Disabled
336	svchost.exe	0x7ffb25bb0000	0x193000	user32.dll	C:\Windows\System32\user32.dll	2021-10-18 14:19:04.000000 	Disabled
336	svchost.exe	0x7ffb25730000	0x21000	win32u.dll	C:\Windows\System32\win32u.dll	2021-10-18 14:19:04.000000 	Disabled
336	svchost.exe	0x7ffb26050000	0x26000	GDI32.dll	C:\Windows\System32\GDI32.dll	2021-10-18 14:19:04.000000 	Disabled
336	svchost.exe	0x7ffb24880000	0x194000	gdi32full.dll	C:\Windows\System32\gdi32full.dll	2021-10-18 14:19:04.000000 	Disabled
336	svchost.exe	0x7ffb25200000	0x9e000	msvcp_win.dll	C:\Windows\System32\msvcp_win.dll	2021-10-18 14:19:04.000000 	Disabled
336	svchost.exe	0x7ffb222f0000	0xd4000	coremessaging.dll	c:\windows\system32\coremessaging.dll	2021-10-18 14:19:04.000000 	Disabled
336	svchost.exe	0x7ffb23fe0000	0x29000	WLDP.DLL	C:\Windows\SYSTEM32\WLDP.DLL	2021-10-18 14:19:04.000000 	Disabled
336	svchost.exe	0x7ffb24730000	0x149000	CRYPT32.dll	C:\Windows\System32\CRYPT32.dll	2021-10-18 14:19:04.000000 	Disabled
336	svchost.exe	0x7ffb24610000	0x12000	MSASN1.dll	C:\Windows\System32\MSASN1.dll	2021-10-18 14:19:04.000000 	Disabled
336	svchost.exe	0x7ffb251a0000	0x5c000	WINTRUST.dll	C:\Windows\System32\WINTRUST.dll	2021-10-18 14:19:04.000000 	Disabled
336	svchost.exe	0x7ffb1aa90000	0x2f000	dps.dll	c:\windows\system32\dps.dll	2021-10-18 14:19:05.000000 	Disabled
336	svchost.exe	0x7ffb27200000	0xa2000	clbcatq.dll	C:\Windows\System32\clbcatq.dll	2021-10-18 14:19:05.000000 	Disabled
336	svchost.exe	0x7ffb1fbd0000	0xb9000	taskschd.dll	C:\Windows\System32\taskschd.dll	2021-10-18 14:19:05.000000 	Disabled
336	svchost.exe	0x7ffb25760000	0xc5000	OLEAUT32.dll	C:\Windows\System32\OLEAUT32.dll	2021-10-18 14:19:05.000000 	Disabled
336	svchost.exe	0x7ffb231e0000	0x22000	gpapi.dll	C:\Windows\SYSTEM32\gpapi.dll	2021-10-18 14:19:05.000000 	Disabled
336	svchost.exe	0x7ffb1ab90000	0x1e000	wdi.dll	c:\windows\system32\wdi.dll	2021-10-18 14:19:05.000000 	Disabled
336	svchost.exe	0x7ffb19790000	0x146000	diagperf.dll	C:\Windows\system32\diagperf.dll	2021-10-18 14:19:05.000000 	Disabled
336	svchost.exe	0x7ffb19000000	0x9000	pnpts.dll	C:\Windows\system32\pnpts.dll	2021-10-18 14:19:05.000000 	Disabled
336	svchost.exe	0x7ffb185d0000	0x1e000	radardt.dll	C:\Windows\system32\radardt.dll	2021-10-18 14:19:06.000000 	Disabled
336	svchost.exe	0x7ffb25830000	0xa3000	ADVAPI32.dll	C:\Windows\System32\ADVAPI32.dll	2021-10-18 14:19:06.000000 	Disabled
336	svchost.exe	0x7ffb24580000	0x4a000	POWRPROF.dll	C:\Windows\System32\POWRPROF.dll	2021-10-18 14:19:06.000000 	Disabled
336	svchost.exe	0x7ffb24570000	0x10000	UMPDC.dll	C:\Windows\System32\UMPDC.dll	2021-10-18 14:19:06.000000 	Disabled
336	svchost.exe	0x7ffb18560000	0x39000	srumsvc.dll	C:\Windows\System32\srumsvc.dll	2021-10-18 14:19:06.000000 	Disabled
336	svchost.exe	0x7ffb23ae0000	0x3a000	IPHLPAPI.DLL	C:\Windows\system32\IPHLPAPI.DLL	2021-10-18 14:19:06.000000 	Disabled
336	svchost.exe	0x7ffb1c6f0000	0x325000	ESENT.dll	C:\Windows\system32\ESENT.dll	2021-10-18 14:19:06.000000 	Disabled
336	svchost.exe	0x7ffb23f50000	0xc000	CRYPTBASE.DLL	C:\Windows\system32\CRYPTBASE.DLL	2021-10-18 14:19:06.000000 	Disabled
336	svchost.exe	0x7ffb17f70000	0x36000	eeprov.dll	C:\Windows\System32\eeprov.dll	2021-10-18 14:19:06.000000 	Disabled
336	svchost.exe	0x7ffb259c0000	0xa9000	shcore.dll	C:\Windows\System32\shcore.dll	2021-10-18 14:19:06.000000 	Disabled
336	svchost.exe	0x7ffb24310000	0x2a000	DEVOBJ.dll	C:\Windows\system32\DEVOBJ.dll	2021-10-18 14:19:06.000000 	Disabled
336	svchost.exe	0x7ffb252a0000	0x4a000	cfgmgr32.dll	C:\Windows\System32\cfgmgr32.dll	2021-10-18 14:19:06.000000 	Disabled
336	svchost.exe	0x7ffb18220000	0x2a000	vfuprov.dll	C:\Windows\System32\vfuprov.dll	2021-10-18 14:19:06.000000 	Disabled
336	svchost.exe	0x7ffb21270000	0x13000	wtsapi32.dll	C:\Windows\SYSTEM32\wtsapi32.dll	2021-10-18 14:19:06.000000 	Disabled
336	svchost.exe	0x7ffb18320000	0x16000	nduprov.dll	C:\Windows\System32\nduprov.dll	2021-10-18 14:19:06.000000 	Disabled
336	svchost.exe	0x7ffb18110000	0xe000	wpnsruprov.dll	C:\Windows\System32\wpnsruprov.dll	2021-10-18 14:19:06.000000 	Disabled
336	svchost.exe	0x7ffb16fd0000	0x30000	appsruprov.dll	C:\Windows\System32\appsruprov.dll	2021-10-18 14:19:06.000000 	Disabled
336	svchost.exe	0x7ffb16fc0000	0xc000	ncuprov.dll	C:\Windows\System32\ncuprov.dll	2021-10-18 14:19:06.000000 	Disabled
336	svchost.exe	0x7ffb259b0000	0x8000	NSI.dll	C:\Windows\System32\NSI.dll	2021-10-18 14:19:06.000000 	Disabled
336	svchost.exe	0x7ffb1dcd0000	0xb000	WINNSI.DLL	C:\Windows\system32\WINNSI.DLL	2021-10-18 14:19:06.000000 	Disabled
336	svchost.exe	0x7ffb16b20000	0x32000	energyprov.dll	C:\Windows\System32\energyprov.dll	2021-10-18 14:19:06.000000 	Disabled
336	svchost.exe	0x7ffb24a20000	0x77b000	windows.storage.dll	C:\Windows\System32\windows.storage.dll	2021-10-18 14:19:06.000000 	Disabled
336	svchost.exe	0x7ffb245d0000	0x1f000	profapi.dll	C:\Windows\System32\profapi.dll	2021-10-18 14:19:06.000000 	Disabled
336	svchost.exe	0x7ffb272e0000	0x52000	shlwapi.dll	C:\Windows\System32\shlwapi.dll	2021-10-18 14:19:06.000000 	Disabled
336	svchost.exe	0x7ffb15b70000	0x14000	srumapi.dll	C:\Windows\System32\srumapi.dll	2021-10-18 14:19:07.000000 	Disabled
336	svchost.exe	0x7ffb25d50000	0x156000	ole32.dll	C:\Windows\System32\ole32.dll	2021-10-18 14:19:07.000000 	Disabled
336	svchost.exe	0x7ffb1f1a0000	0x769000	OneCoreUAPCommonProxyStub.dll	C:\Windows\System32\OneCoreUAPCommonProxyStub.dll	2021-10-18 14:19:09.000000 	Disabled
336	svchost.exe	0x7ffb24400000	0x5c000	WINSTA.dll	C:\Windows\system32\WINSTA.dll	2021-10-18 14:20:00.000000 	Disabled
576	svchost.exe	0x7ff75fc70000	0x10000	svchost.exe	C:\Windows\System32\svchost.exe	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb276a0000	0x1f0000	-	-	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb27540000	0xb2000	KERNEL32.DLL	C:\Windows\System32\KERNEL32.DLL	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb25480000	0x2a2000	KERNELBASE.dll	C:\Windows\System32\KERNELBASE.dll	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb26e00000	0x97000	sechost.dll	C:\Windows\System32\sechost.dll	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb25f30000	0x120000	RPCRT4.dll	C:\Windows\System32\RPCRT4.dll	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb24630000	0xfa000	ucrtbase.dll	C:\Windows\System32\ucrtbase.dll	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb26ec0000	0x336000	combase.dll	C:\Windows\System32\combase.dll	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb252f0000	0x81000	bcryptPrimitives.dll	C:\Windows\System32\bcryptPrimitives.dll	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb245f0000	0x11000	kernel.appcore.dll	C:\Windows\System32\kernel.appcore.dll	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb27420000	0x9e000	msvcrt.dll	C:\Windows\System32\msvcrt.dll	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb25bb0000	0x193000	user32.dll	C:\Windows\System32\user32.dll	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb25730000	0x21000	win32u.dll	C:\Windows\System32\win32u.dll	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb26050000	0x26000	GDI32.dll	C:\Windows\System32\GDI32.dll	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb24880000	0x194000	gdi32full.dll	C:\Windows\System32\gdi32full.dll	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb25200000	0x9e000	msvcp_win.dll	C:\Windows\System32\msvcp_win.dll	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb20df0000	0xc000	lmhsvc.dll	c:\windows\system32\lmhsvc.dll	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb25940000	0x6f000	WS2_32.dll	C:\Windows\System32\WS2_32.dll	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb23fe0000	0x29000	WLDP.DLL	C:\Windows\SYSTEM32\WLDP.DLL	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb24730000	0x149000	CRYPT32.dll	C:\Windows\System32\CRYPT32.dll	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb24610000	0x12000	MSASN1.dll	C:\Windows\System32\MSASN1.dll	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb251a0000	0x5c000	WINTRUST.dll	C:\Windows\System32\WINTRUST.dll	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb20cd0000	0x9000	nrpsrv.DLL	c:\windows\system32\nrpsrv.DLL	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb201f0000	0x2e000	timebrokerserver.dll	c:\windows\system32\timebrokerserver.dll	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb24580000	0x4a000	powrprof.dll	C:\Windows\System32\powrprof.dll	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb24570000	0x10000	UMPDC.dll	C:\Windows\System32\UMPDC.dll	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb20fc0000	0x41000	BrokerLib.dll	c:\windows\system32\BrokerLib.dll	2021-10-18 14:19:04.000000 	Disabled
576	svchost.exe	0x7ffb1e380000	0x1dc000	wevtsvc.dll	c:\windows\system32\wevtsvc.dll	2021-10-18 14:19:05.000000 	Disabled
576	svchost.exe	0x7ffb259c0000	0xa9000	shcore.dll	C:\Windows\System32\shcore.dll	2021-10-18 14:19:05.000000 	Disabled
576	svchost.exe	0x7ffb253a0000	0x26000	bcrypt.dll	C:\Windows\System32\bcrypt.dll	2021-10-18 14:19:05.000000 	Disabled
576	svchost.exe	0x7ffb24460000	0x25000	USERENV.dll	c:\windows\system32\USERENV.dll	2021-10-18 14:19:05.000000 	Disabled
576	svchost.exe	0x7ffb245d0000	0x1f000	profapi.dll	C:\Windows\System32\profapi.dll	2021-10-18 14:19:05.000000 	Disabled
576	svchost.exe	0x7ffb24490000	0x2f000	sspicli.dll	C:\Windows\System32\sspicli.dll	2021-10-18 14:19:05.000000 	Disabled
576	svchost.exe	0x7ffb23d80000	0x67000	mswsock.dll	C:\Windows\system32\mswsock.dll	2021-10-18 14:19:05.000000 	Disabled
576	svchost.exe	0x7ffb231e0000	0x22000	gpapi.dll	C:\Windows\SYSTEM32\gpapi.dll	2021-10-18 14:19:05.000000 	Disabled
576	svchost.exe	0x7ffb20220000	0x80000	policymanager.dll	C:\Windows\SYSTEM32\policymanager.dll	2021-10-18 14:19:05.000000 	Disabled
576	svchost.exe	0x7ffb25830000	0xa3000	advapi32.dll	C:\Windows\System32\advapi32.dll	2021-10-18 14:19:05.000000 	Disabled
576	svchost.exe	0x7ffb211e0000	0x8a000	msvcp110_win.dll	c:\windows\system32\msvcp110_win.dll	2021-10-18 14:19:05.000000 	Disabled
576	svchost.exe	0x7ffb25760000	0xc5000	OLEAUT32.dll	C:\Windows\System32\OLEAUT32.dll	2021-10-18 14:19:05.000000 	Disabled
576	svchost.exe	0x7ffb1dd30000	0x64000	dhcpcore.dll	c:\windows\system32\dhcpcore.dll	2021-10-18 14:19:05.000000 	Disabled
576	svchost.exe	0x7ffb23b20000	0xca000	DNSAPI.dll	C:\Windows\SYSTEM32\DNSAPI.dll	2021-10-18 14:19:05.000000 	Disabled
576	svchost.exe	0x7ffb259b0000	0x8000	NSI.dll	C:\Windows\System32\NSI.dll	2021-10-18 14:19:05.000000 	Disabled
576	svchost.exe	0x7ffb23ae0000	0x3a000	IPHLPAPI.DLL	C:\Windows\SYSTEM32\IPHLPAPI.DLL	2021-10-18 14:19:05.000000 	Disabled
