Volatility 3 Framework 2.0.0

PID	Process	Block	Variable	Value
576	svchost.exe	0x1c83aa03380	USERNAME	LOCAL SERVICE
576	svchost.exe	0x1c83aa03380	USERPROFILE	C:\Windows\ServiceProfiles\LocalService
576	svchost.exe	0x1c83aa03380	windir	C:\Windows
864	svchost.exe	0x1ec24c03380	ALLUSERSPROFILE	C:\ProgramData
864	svchost.exe	0x1ec24c03380	APPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Roaming
864	svchost.exe	0x1ec24c03380	CommonProgramFiles	C:\Program Files\Common Files
864	svchost.exe	0x1ec24c03380	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
864	svchost.exe	0x1ec24c03380	CommonProgramW6432	C:\Program Files\Common Files
864	svchost.exe	0x1ec24c03380	COMPUTERNAME	DESKTOP-G8BLC8O
864	svchost.exe	0x1ec24c03380	ComSpec	C:\Windows\system32\cmd.exe
864	svchost.exe	0x1ec24c03380	DriverData	C:\Windows\System32\Drivers\DriverData
864	svchost.exe	0x1ec24c03380	LOCALAPPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Local
864	svchost.exe	0x1ec24c03380	NUMBER_OF_PROCESSORS	2
864	svchost.exe	0x1ec24c03380	OS	Windows_NT
864	svchost.exe	0x1ec24c03380	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Windows\ServiceProfiles\LocalService\AppData\Local\Microsoft\WindowsApps
864	svchost.exe	0x1ec24c03380	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
864	svchost.exe	0x1ec24c03380	PROCESSOR_ARCHITECTURE	AMD64
864	svchost.exe	0x1ec24c03380	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
864	svchost.exe	0x1ec24c03380	PROCESSOR_LEVEL	6
864	svchost.exe	0x1ec24c03380	PROCESSOR_REVISION	a502
864	svchost.exe	0x1ec24c03380	ProgramData	C:\ProgramData
864	svchost.exe	0x1ec24c03380	ProgramFiles	C:\Program Files
864	svchost.exe	0x1ec24c03380	ProgramFiles(x86)	C:\Program Files (x86)
864	svchost.exe	0x1ec24c03380	ProgramW6432	C:\Program Files
864	svchost.exe	0x1ec24c03380	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
864	svchost.exe	0x1ec24c03380	PUBLIC	C:\Users\Public
864	svchost.exe	0x1ec24c03380	SystemDrive	C:
864	svchost.exe	0x1ec24c03380	SystemRoot	C:\Windows
864	svchost.exe	0x1ec24c03380	TEMP	C:\Windows\SERVIC~1\LOCALS~1\AppData\Local\Temp
864	svchost.exe	0x1ec24c03380	TMP	C:\Windows\SERVIC~1\LOCALS~1\AppData\Local\Temp
864	svchost.exe	0x1ec24c03380	USERDOMAIN	NT AUTHORITY
864	svchost.exe	0x1ec24c03380	USERNAME	LOCAL SERVICE
864	svchost.exe	0x1ec24c03380	USERPROFILE	C:\Windows\ServiceProfiles\LocalService
864	svchost.exe	0x1ec24c03380	windir	C:\Windows
944	svchost.exe	0x289a9003380	ALLUSERSPROFILE	C:\ProgramData
944	svchost.exe	0x289a9003380	APPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Roaming
944	svchost.exe	0x289a9003380	CommonProgramFiles	C:\Program Files\Common Files
944	svchost.exe	0x289a9003380	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
944	svchost.exe	0x289a9003380	CommonProgramW6432	C:\Program Files\Common Files
944	svchost.exe	0x289a9003380	COMPUTERNAME	DESKTOP-G8BLC8O
944	svchost.exe	0x289a9003380	ComSpec	C:\Windows\system32\cmd.exe
944	svchost.exe	0x289a9003380	DriverData	C:\Windows\System32\Drivers\DriverData
944	svchost.exe	0x289a9003380	LOCALAPPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Local
944	svchost.exe	0x289a9003380	NUMBER_OF_PROCESSORS	2
944	svchost.exe	0x289a9003380	OS	Windows_NT
944	svchost.exe	0x289a9003380	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Windows\ServiceProfiles\LocalService\AppData\Local\Microsoft\WindowsApps
944	svchost.exe	0x289a9003380	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
944	svchost.exe	0x289a9003380	PROCESSOR_ARCHITECTURE	AMD64
944	svchost.exe	0x289a9003380	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
944	svchost.exe	0x289a9003380	PROCESSOR_LEVEL	6
944	svchost.exe	0x289a9003380	PROCESSOR_REVISION	a502
944	svchost.exe	0x289a9003380	ProgramData	C:\ProgramData
944	svchost.exe	0x289a9003380	ProgramFiles	C:\Program Files
944	svchost.exe	0x289a9003380	ProgramFiles(x86)	C:\Program Files (x86)
944	svchost.exe	0x289a9003380	ProgramW6432	C:\Program Files
944	svchost.exe	0x289a9003380	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
944	svchost.exe	0x289a9003380	PUBLIC	C:\Users\Public
944	svchost.exe	0x289a9003380	SystemDrive	C:
944	svchost.exe	0x289a9003380	SystemRoot	C:\Windows
944	svchost.exe	0x289a9003380	TEMP	C:\Windows\SERVIC~1\LOCALS~1\AppData\Local\Temp
944	svchost.exe	0x289a9003380	TMP	C:\Windows\SERVIC~1\LOCALS~1\AppData\Local\Temp
944	svchost.exe	0x289a9003380	USERDOMAIN	NT AUTHORITY
944	svchost.exe	0x289a9003380	USERNAME	LOCAL SERVICE
944	svchost.exe	0x289a9003380	USERPROFILE	C:\Windows\ServiceProfiles\LocalService
944	svchost.exe	0x289a9003380	windir	C:\Windows
1088	svchost.exe	0x29963803300	ALLUSERSPROFILE	C:\ProgramData
1088	svchost.exe	0x29963803300	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
1088	svchost.exe	0x29963803300	CommonProgramFiles	C:\Program Files\Common Files
1088	svchost.exe	0x29963803300	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1088	svchost.exe	0x29963803300	CommonProgramW6432	C:\Program Files\Common Files
1088	svchost.exe	0x29963803300	COMPUTERNAME	DESKTOP-G8BLC8O
1088	svchost.exe	0x29963803300	ComSpec	C:\Windows\system32\cmd.exe
1088	svchost.exe	0x29963803300	DriverData	C:\Windows\System32\Drivers\DriverData
1088	svchost.exe	0x29963803300	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
1088	svchost.exe	0x29963803300	NUMBER_OF_PROCESSORS	2
1088	svchost.exe	0x29963803300	OS	Windows_NT
1088	svchost.exe	0x29963803300	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
1088	svchost.exe	0x29963803300	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1088	svchost.exe	0x29963803300	PROCESSOR_ARCHITECTURE	AMD64
1088	svchost.exe	0x29963803300	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
1088	svchost.exe	0x29963803300	PROCESSOR_LEVEL	6
1088	svchost.exe	0x29963803300	PROCESSOR_REVISION	a502
1088	svchost.exe	0x29963803300	ProgramData	C:\ProgramData
1088	svchost.exe	0x29963803300	ProgramFiles	C:\Program Files
1088	svchost.exe	0x29963803300	ProgramFiles(x86)	C:\Program Files (x86)
1088	svchost.exe	0x29963803300	ProgramW6432	C:\Program Files
1088	svchost.exe	0x29963803300	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
1088	svchost.exe	0x29963803300	PUBLIC	C:\Users\Public
1088	svchost.exe	0x29963803300	SystemDrive	C:
1088	svchost.exe	0x29963803300	SystemRoot	C:\Windows
1088	svchost.exe	0x29963803300	TEMP	C:\Windows\TEMP
1088	svchost.exe	0x29963803300	TMP	C:\Windows\TEMP
1088	svchost.exe	0x29963803300	USERDOMAIN	WORKGROUP
1088	svchost.exe	0x29963803300	USERNAME	DESKTOP-G8BLC8O$
1088	svchost.exe	0x29963803300	USERPROFILE	C:\Windows\system32\config\systemprofile
1088	svchost.exe	0x29963803300	windir	C:\Windows
1304	svchost.exe	0x187e8803300	ALLUSERSPROFILE	C:\ProgramData
1304	svchost.exe	0x187e8803300	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
1304	svchost.exe	0x187e8803300	CommonProgramFiles	C:\Program Files\Common Files
1304	svchost.exe	0x187e8803300	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1304	svchost.exe	0x187e8803300	CommonProgramW6432	C:\Program Files\Common Files
1304	svchost.exe	0x187e8803300	COMPUTERNAME	DESKTOP-G8BLC8O
1304	svchost.exe	0x187e8803300	ComSpec	C:\Windows\system32\cmd.exe
1304	svchost.exe	0x187e8803300	DriverData	C:\Windows\System32\Drivers\DriverData
1304	svchost.exe	0x187e8803300	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
1304	svchost.exe	0x187e8803300	NUMBER_OF_PROCESSORS	2
1304	svchost.exe	0x187e8803300	OS	Windows_NT
1304	svchost.exe	0x187e8803300	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
1304	svchost.exe	0x187e8803300	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1304	svchost.exe	0x187e8803300	PROCESSOR_ARCHITECTURE	AMD64
1304	svchost.exe	0x187e8803300	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
1304	svchost.exe	0x187e8803300	PROCESSOR_LEVEL	6
1304	svchost.exe	0x187e8803300	PROCESSOR_REVISION	a502
1304	svchost.exe	0x187e8803300	ProgramData	C:\ProgramData
1304	svchost.exe	0x187e8803300	ProgramFiles	C:\Program Files
1304	svchost.exe	0x187e8803300	ProgramFiles(x86)	C:\Program Files (x86)
1304	svchost.exe	0x187e8803300	ProgramW6432	C:\Program Files
1304	svchost.exe	0x187e8803300	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
1304	svchost.exe	0x187e8803300	PUBLIC	C:\Users\Public
1304	svchost.exe	0x187e8803300	SystemDrive	C:
1304	svchost.exe	0x187e8803300	SystemRoot	C:\Windows
1304	svchost.exe	0x187e8803300	TEMP	C:\Windows\TEMP
1304	svchost.exe	0x187e8803300	TMP	C:\Windows\TEMP
1304	svchost.exe	0x187e8803300	USERDOMAIN	WORKGROUP
1304	svchost.exe	0x187e8803300	USERNAME	DESKTOP-G8BLC8O$
1304	svchost.exe	0x187e8803300	USERPROFILE	C:\Windows\system32\config\systemprofile
1304	svchost.exe	0x187e8803300	windir	C:\Windows
1492	svchost.exe	0x2608ac03380	ALLUSERSPROFILE	C:\ProgramData
1492	svchost.exe	0x2608ac03380	APPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Roaming
1492	svchost.exe	0x2608ac03380	CommonProgramFiles	C:\Program Files\Common Files
1492	svchost.exe	0x2608ac03380	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1492	svchost.exe	0x2608ac03380	CommonProgramW6432	C:\Program Files\Common Files
1492	svchost.exe	0x2608ac03380	COMPUTERNAME	DESKTOP-G8BLC8O
1492	svchost.exe	0x2608ac03380	ComSpec	C:\Windows\system32\cmd.exe
1492	svchost.exe	0x2608ac03380	DriverData	C:\Windows\System32\Drivers\DriverData
1492	svchost.exe	0x2608ac03380	LOCALAPPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Local
1492	svchost.exe	0x2608ac03380	NUMBER_OF_PROCESSORS	2
1492	svchost.exe	0x2608ac03380	OS	Windows_NT
1492	svchost.exe	0x2608ac03380	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Windows\ServiceProfiles\LocalService\AppData\Local\Microsoft\WindowsApps
1492	svchost.exe	0x2608ac03380	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1492	svchost.exe	0x2608ac03380	PROCESSOR_ARCHITECTURE	AMD64
1492	svchost.exe	0x2608ac03380	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
1492	svchost.exe	0x2608ac03380	PROCESSOR_LEVEL	6
1492	svchost.exe	0x2608ac03380	PROCESSOR_REVISION	a502
1492	svchost.exe	0x2608ac03380	ProgramData	C:\ProgramData
1492	svchost.exe	0x2608ac03380	ProgramFiles	C:\Program Files
1492	svchost.exe	0x2608ac03380	ProgramFiles(x86)	C:\Program Files (x86)
1492	svchost.exe	0x2608ac03380	ProgramW6432	C:\Program Files
1492	svchost.exe	0x2608ac03380	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
1492	svchost.exe	0x2608ac03380	PUBLIC	C:\Users\Public
1492	svchost.exe	0x2608ac03380	SystemDrive	C:
1492	svchost.exe	0x2608ac03380	SystemRoot	C:\Windows
1492	svchost.exe	0x2608ac03380	TEMP	C:\Windows\SERVIC~1\LOCALS~1\AppData\Local\Temp
1492	svchost.exe	0x2608ac03380	TMP	C:\Windows\SERVIC~1\LOCALS~1\AppData\Local\Temp
1492	svchost.exe	0x2608ac03380	USERDOMAIN	NT AUTHORITY
1492	svchost.exe	0x2608ac03380	USERNAME	LOCAL SERVICE
1492	svchost.exe	0x2608ac03380	USERPROFILE	C:\Windows\ServiceProfiles\LocalService
1492	svchost.exe	0x2608ac03380	windir	C:\Windows
1520	svchost.exe	0x12086603390	ALLUSERSPROFILE	C:\ProgramData
1520	svchost.exe	0x12086603390	APPDATA	C:\Windows\ServiceProfiles\NetworkService\AppData\Roaming
1520	svchost.exe	0x12086603390	CommonProgramFiles	C:\Program Files\Common Files
1520	svchost.exe	0x12086603390	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1520	svchost.exe	0x12086603390	CommonProgramW6432	C:\Program Files\Common Files
1520	svchost.exe	0x12086603390	COMPUTERNAME	DESKTOP-G8BLC8O
1520	svchost.exe	0x12086603390	ComSpec	C:\Windows\system32\cmd.exe
1520	svchost.exe	0x12086603390	DriverData	C:\Windows\System32\Drivers\DriverData
1520	svchost.exe	0x12086603390	LOCALAPPDATA	C:\Windows\ServiceProfiles\NetworkService\AppData\Local
1520	svchost.exe	0x12086603390	NUMBER_OF_PROCESSORS	2
1520	svchost.exe	0x12086603390	OS	Windows_NT
1520	svchost.exe	0x12086603390	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\WindowsApps
1520	svchost.exe	0x12086603390	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1520	svchost.exe	0x12086603390	PROCESSOR_ARCHITECTURE	AMD64
1520	svchost.exe	0x12086603390	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
1520	svchost.exe	0x12086603390	PROCESSOR_LEVEL	6
1520	svchost.exe	0x12086603390	PROCESSOR_REVISION	a502
1520	svchost.exe	0x12086603390	ProgramData	C:\ProgramData
1520	svchost.exe	0x12086603390	ProgramFiles	C:\Program Files
1520	svchost.exe	0x12086603390	ProgramFiles(x86)	C:\Program Files (x86)
1520	svchost.exe	0x12086603390	ProgramW6432	C:\Program Files
1520	svchost.exe	0x12086603390	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
1520	svchost.exe	0x12086603390	PUBLIC	C:\Users\Public
1520	svchost.exe	0x12086603390	SystemDrive	C:
1520	svchost.exe	0x12086603390	SystemRoot	C:\Windows
1520	svchost.exe	0x12086603390	TEMP	C:\Windows\SERVIC~1\NETWOR~1\AppData\Local\Temp
1520	svchost.exe	0x12086603390	TMP	C:\Windows\SERVIC~1\NETWOR~1\AppData\Local\Temp
1520	svchost.exe	0x12086603390	USERDOMAIN	WORKGROUP
1520	svchost.exe	0x12086603390	USERNAME	DESKTOP-G8BLC8O$
1520	svchost.exe	0x12086603390	USERPROFILE	C:\Windows\ServiceProfiles\NetworkService
1520	svchost.exe	0x12086603390	windir	C:\Windows
1620	svchost.exe	0x2207a203380	ALLUSERSPROFILE	C:\ProgramData
1620	svchost.exe	0x2207a203380	APPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Roaming
1620	svchost.exe	0x2207a203380	CommonProgramFiles	C:\Program Files\Common Files
1620	svchost.exe	0x2207a203380	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1620	svchost.exe	0x2207a203380	CommonProgramW6432	C:\Program Files\Common Files
1620	svchost.exe	0x2207a203380	COMPUTERNAME	DESKTOP-G8BLC8O
1620	svchost.exe	0x2207a203380	ComSpec	C:\Windows\system32\cmd.exe
1620	svchost.exe	0x2207a203380	DriverData	C:\Windows\System32\Drivers\DriverData
1620	svchost.exe	0x2207a203380	LOCALAPPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Local
1620	svchost.exe	0x2207a203380	NUMBER_OF_PROCESSORS	2
1620	svchost.exe	0x2207a203380	OS	Windows_NT
1620	svchost.exe	0x2207a203380	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Windows\ServiceProfiles\LocalService\AppData\Local\Microsoft\WindowsApps
1620	svchost.exe	0x2207a203380	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1620	svchost.exe	0x2207a203380	PROCESSOR_ARCHITECTURE	AMD64
1620	svchost.exe	0x2207a203380	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
1620	svchost.exe	0x2207a203380	PROCESSOR_LEVEL	6
1620	svchost.exe	0x2207a203380	PROCESSOR_REVISION	a502
1620	svchost.exe	0x2207a203380	ProgramData	C:\ProgramData
1620	svchost.exe	0x2207a203380	ProgramFiles	C:\Program Files
1620	svchost.exe	0x2207a203380	ProgramFiles(x86)	C:\Program Files (x86)
1620	svchost.exe	0x2207a203380	ProgramW6432	C:\Program Files
1620	svchost.exe	0x2207a203380	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
1620	svchost.exe	0x2207a203380	PUBLIC	C:\Users\Public
1620	svchost.exe	0x2207a203380	SystemDrive	C:
1620	svchost.exe	0x2207a203380	SystemRoot	C:\Windows
1620	svchost.exe	0x2207a203380	TEMP	C:\Windows\SERVIC~1\LOCALS~1\AppData\Local\Temp
1620	svchost.exe	0x2207a203380	TMP	C:\Windows\SERVIC~1\LOCALS~1\AppData\Local\Temp
1620	svchost.exe	0x2207a203380	USERDOMAIN	NT AUTHORITY
1620	svchost.exe	0x2207a203380	USERNAME	LOCAL SERVICE
1620	svchost.exe	0x2207a203380	USERPROFILE	C:\Windows\ServiceProfiles\LocalService
1620	svchost.exe	0x2207a203380	windir	C:\Windows
1728	svchost.exe	0x19391803300	ALLUSERSPROFILE	C:\ProgramData
1728	svchost.exe	0x19391803300	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
1728	svchost.exe	0x19391803300	CommonProgramFiles	C:\Program Files\Common Files
1728	svchost.exe	0x19391803300	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1728	svchost.exe	0x19391803300	CommonProgramW6432	C:\Program Files\Common Files
1728	svchost.exe	0x19391803300	COMPUTERNAME	DESKTOP-G8BLC8O
1728	svchost.exe	0x19391803300	ComSpec	C:\Windows\system32\cmd.exe
1728	svchost.exe	0x19391803300	DriverData	C:\Windows\System32\Drivers\DriverData
1728	svchost.exe	0x19391803300	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
1728	svchost.exe	0x19391803300	NUMBER_OF_PROCESSORS	2
1728	svchost.exe	0x19391803300	OS	Windows_NT
1728	svchost.exe	0x19391803300	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
1728	svchost.exe	0x19391803300	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1728	svchost.exe	0x19391803300	PROCESSOR_ARCHITECTURE	AMD64
1728	svchost.exe	0x19391803300	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
1728	svchost.exe	0x19391803300	PROCESSOR_LEVEL	6
1728	svchost.exe	0x19391803300	PROCESSOR_REVISION	a502
1728	svchost.exe	0x19391803300	ProgramData	C:\ProgramData
1728	svchost.exe	0x19391803300	ProgramFiles	C:\Program Files
1728	svchost.exe	0x19391803300	ProgramFiles(x86)	C:\Program Files (x86)
1728	svchost.exe	0x19391803300	ProgramW6432	C:\Program Files
1728	svchost.exe	0x19391803300	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
1728	svchost.exe	0x19391803300	PUBLIC	C:\Users\Public
1728	svchost.exe	0x19391803300	SystemDrive	C:
1728	svchost.exe	0x19391803300	SystemRoot	C:\Windows
1728	svchost.exe	0x19391803300	TEMP	C:\Windows\TEMP
1728	svchost.exe	0x19391803300	TMP	C:\Windows\TEMP
1728	svchost.exe	0x19391803300	USERDOMAIN	WORKGROUP
1728	svchost.exe	0x19391803300	USERNAME	DESKTOP-G8BLC8O$
1728	svchost.exe	0x19391803300	USERPROFILE	C:\Windows\system32\config\systemprofile
1728	svchost.exe	0x19391803300	windir	C:\Windows
1768	svchost.exe	0x1cb1ec03390	ALLUSERSPROFILE	C:\ProgramData
1768	svchost.exe	0x1cb1ec03390	APPDATA	C:\Windows\ServiceProfiles\NetworkService\AppData\Roaming
1768	svchost.exe	0x1cb1ec03390	CommonProgramFiles	C:\Program Files\Common Files
1768	svchost.exe	0x1cb1ec03390	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1768	svchost.exe	0x1cb1ec03390	CommonProgramW6432	C:\Program Files\Common Files
1768	svchost.exe	0x1cb1ec03390	COMPUTERNAME	DESKTOP-G8BLC8O
1768	svchost.exe	0x1cb1ec03390	ComSpec	C:\Windows\system32\cmd.exe
1768	svchost.exe	0x1cb1ec03390	DriverData	C:\Windows\System32\Drivers\DriverData
1768	svchost.exe	0x1cb1ec03390	LOCALAPPDATA	C:\Windows\ServiceProfiles\NetworkService\AppData\Local
1768	svchost.exe	0x1cb1ec03390	NUMBER_OF_PROCESSORS	2
1768	svchost.exe	0x1cb1ec03390	OS	Windows_NT
1768	svchost.exe	0x1cb1ec03390	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\WindowsApps
1768	svchost.exe	0x1cb1ec03390	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1768	svchost.exe	0x1cb1ec03390	PROCESSOR_ARCHITECTURE	AMD64
1768	svchost.exe	0x1cb1ec03390	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
1768	svchost.exe	0x1cb1ec03390	PROCESSOR_LEVEL	6
1768	svchost.exe	0x1cb1ec03390	PROCESSOR_REVISION	a502
1768	svchost.exe	0x1cb1ec03390	ProgramData	C:\ProgramData
1768	svchost.exe	0x1cb1ec03390	ProgramFiles	C:\Program Files
1768	svchost.exe	0x1cb1ec03390	ProgramFiles(x86)	C:\Program Files (x86)
1768	svchost.exe	0x1cb1ec03390	ProgramW6432	C:\Program Files
1768	svchost.exe	0x1cb1ec03390	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
1768	svchost.exe	0x1cb1ec03390	PUBLIC	C:\Users\Public
1768	svchost.exe	0x1cb1ec03390	SystemDrive	C:
1768	svchost.exe	0x1cb1ec03390	SystemRoot	C:\Windows
1768	svchost.exe	0x1cb1ec03390	TEMP	C:\Windows\SERVIC~1\NETWOR~1\AppData\Local\Temp
1768	svchost.exe	0x1cb1ec03390	TMP	C:\Windows\SERVIC~1\NETWOR~1\AppData\Local\Temp
1768	svchost.exe	0x1cb1ec03390	USERDOMAIN	WORKGROUP
1768	svchost.exe	0x1cb1ec03390	USERNAME	DESKTOP-G8BLC8O$
1768	svchost.exe	0x1cb1ec03390	USERPROFILE	C:\Windows\ServiceProfiles\NetworkService
1768	svchost.exe	0x1cb1ec03390	windir	C:\Windows
1780	spoolsv.exe	0xc91af0	ALLUSERSPROFILE	C:\ProgramData
1780	spoolsv.exe	0xc91af0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
1780	spoolsv.exe	0xc91af0	CommonProgramFiles	C:\Program Files\Common Files
1780	spoolsv.exe	0xc91af0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1780	spoolsv.exe	0xc91af0	CommonProgramW6432	C:\Program Files\Common Files
1780	spoolsv.exe	0xc91af0	COMPUTERNAME	DESKTOP-G8BLC8O
1780	spoolsv.exe	0xc91af0	ComSpec	C:\Windows\system32\cmd.exe
1780	spoolsv.exe	0xc91af0	DriverData	C:\Windows\System32\Drivers\DriverData
1780	spoolsv.exe	0xc91af0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
1780	spoolsv.exe	0xc91af0	NUMBER_OF_PROCESSORS	2
1780	spoolsv.exe	0xc91af0	OS	Windows_NT
1780	spoolsv.exe	0xc91af0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
1780	spoolsv.exe	0xc91af0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1780	spoolsv.exe	0xc91af0	PROCESSOR_ARCHITECTURE	AMD64
1780	spoolsv.exe	0xc91af0	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
1780	spoolsv.exe	0xc91af0	PROCESSOR_LEVEL	6
1780	spoolsv.exe	0xc91af0	PROCESSOR_REVISION	a502
1780	spoolsv.exe	0xc91af0	ProgramData	C:\ProgramData
1780	spoolsv.exe	0xc91af0	ProgramFiles	C:\Program Files
1780	spoolsv.exe	0xc91af0	ProgramFiles(x86)	C:\Program Files (x86)
